no,open_date,close_date,is_short,open_rate,close_rate,stake_amount,amount,profit_abs,profit_ratio,funding_fees,exit_reason,enter_tag,leverage
65,2023-02-23 04:00:00+00:00,2023-03-21 04:00:00+00:00,True,24444.3,27773.1,7308.8457,0.299,-967.57810302,-0.13245075540273665,35.53959827954661,exit_signal,HOSTILE,1.0
66,2023-05-12 04:00:00+00:00,2023-05-13 04:00:00+00:00,True,26574.7,26794.6,6829.6979,0.257,-62.91831685,-0.009217068260936248,0.45393819720639794,exit_signal,HOSTILE,1.0
67,2023-05-19 04:00:00+00:00,2023-05-20 04:00:00+00:00,True,26825.0,26849.2,6786.725,0.253,-11.98799341,-0.0017672721975920051,0.9243928912137448,exit_signal,HOSTILE,1.0
68,2023-05-26 04:00:00+00:00,2023-05-27 04:00:00+00:00,True,26425.7,26739.6,6791.4049,0.257,-86.02099643,-0.01267249261551496,1.483044616181617,exit_signal,HOSTILE,1.0
69,2023-05-28 04:00:00+00:00,2023-05-29 04:00:00+00:00,True,27174.5,27948.0,6739.276,0.248,-196.61622776,-0.02918927568072984,2.04696224,exit_signal,HOSTILE,1.0
70,2023-06-02 04:00:00+00:00,2023-06-04 04:00:00+00:00,True,26985.2,27048.3,6638.3592,0.246,-19.02779023,-0.002867773241984589,3.1409302676952464,exit_signal,HOSTILE,1.0
71,2023-06-06 04:00:00+00:00,2023-06-10 04:00:00+00:00,True,25719.8,26312.6,6635.7084,0.258,-155.15593395,-0.023393666714674,4.498645647838472,exit_signal,HOSTILE,1.0
72,2023-07-11 04:00:00+00:00,2023-07-12 04:00:00+00:00,False,30460.9,30581.3,6549.0935,0.215,18.05811474,0.0027559677068135537,-1.265848757385,exit_signal,PORTEUR,1.0
73,2023-07-15 04:00:00+00:00,2023-07-17 04:00:00+00:00,False,30276.0,30295.9,6569.892,0.217,-3.77351186,-0.0005740773283604224,-1.5197607086974192,exit_signal,PORTEUR,1.0
74,2023-08-09 04:00:00+00:00,2023-08-31 04:00:00+00:00,True,29710.0,27207.8,6565.91,0.221,565.63790137,0.08619077352581751,18.94111826974135,exit_signal,HOSTILE,1.0
75,2023-09-02 04:00:00+00:00,2023-09-05 04:00:00+00:00,True,25786.1,25681.7,6859.1026,0.266,21.685079,0.0031630853522269433,0.7598963971853673,exit_signal,HOSTILE,1.0
76,2023-09-06 04:00:00+00:00,2023-09-09 04:00:00+00:00,True,25770.1,25866.2,6854.8466,0.266,-32.00637745,-0.0046714960250638085,0.4238504507069312,exit_signal,HOSTILE,1.0
77,2023-09-10 04:00:00+00:00,2023-09-15 04:00:00+00:00,True,25851.1,26602.7,6850.5415,0.265,-204.97197918,-0.02993551917585188,1.1521493193261487,exit_signal,HOSTILE,1.0
78,2023-09-17 04:00:00+00:00,2023-09-18 04:00:00+00:00,True,26511.1,26646.2,6733.8194,0.254,-40.98002525,-0.0060887474221177325,0.08635185220453755,exit_signal,HOSTILE,1.0
79,2023-09-23 04:00:00+00:00,2023-09-24 04:00:00+00:00,True,26519.0,26559.9,6735.826,0.254,-17.10441686,-0.002540590173599101,0.025203438196498427,exit_signal,HOSTILE,1.0
80,2023-09-25 04:00:00+00:00,2023-09-26 04:00:00+00:00,True,26148.5,26338.8,6720.1645,0.257,-55.01666561,-0.008190898854314047,0.6350524427459999,exit_signal,HOSTILE,1.0
81,2023-11-03 04:00:00+00:00,2023-11-13 04:00:00+00:00,False,34680.1,36941.2,6693.2593,0.193,402.91469513,0.060167000919980736,-26.566149424508883,exit_signal,PORTEUR,1.0
82,2023-11-14 04:00:00+00:00,2023-12-26 04:00:00+00:00,False,36473.1,43488.0,6893.4159,0.189,1195.27149897,0.17330655501129064,-122.9882770815274,exit_signal,PORTEUR,1.0
83,2023-12-27 04:00:00+00:00,2024-01-02 04:00:00+00:00,False,42274.7,45434.9,7482.6219,0.177,498.89379252,0.06664034037118159,-52.69930787574316,exit_signal,PORTEUR,1.0
84,2024-01-03 04:00:00+00:00,2024-01-17 04:00:00+00:00,False,45297.8,42842.0,7700.626,0.17,-457.08293459,-0.05932693099708151,-32.10505159109143,exit_signal,PORTEUR,1.0
85,2024-02-15 04:00:00+00:00,2024-02-23 04:00:00+00:00,False,52379.9,51129.8,7490.3257,0.143,-209.18183793,-0.02791297837427281,-23.016594381735334,exit_signal,PORTEUR,1.0
86,2024-02-24 04:00:00+00:00,2024-03-01 04:00:00+00:00,False,50878.2,61183.4,7377.339,0.145,1433.33636473,0.1941919782597287,-52.793169274365205,exit_signal,PORTEUR,1.0
87,2024-03-05 04:00:00+00:00,2024-03-06 04:00:00+00:00,False,68203.7,63323.6,8116.2403,0.119,-604.85932665,-0.07448732735598489,-16.3015522990422,exit_signal,PORTEUR,1.0
88,2024-03-08 04:00:00+00:00,2024-04-02 04:00:00+00:00,False,67220.0,66734.1,7797.52,0.116,-238.97898915,-0.03063276007888596,-174.8452513451782,exit_signal,PORTEUR,1.0
89,2024-04-03 04:00:00+00:00,2024-04-06 04:00:00+00:00,False,66252.2,67793.4,7685.2552,0.116,164.00752634,0.021329879007559945,-6.997028859705033,exit_signal,PORTEUR,1.0
90,2024-04-10 04:00:00+00:00,2024-04-11 04:00:00+00:00,False,69193.2,70900.5,7749.6384,0.112,180.52862869,0.023283461778714393,-2.8437241128630557,exit_signal,PORTEUR,1.0
91,2024-05-10 04:00:00+00:00,2024-05-28 04:00:00+00:00,False,62880.0,68070.0,7860.0,0.125,608.44442759,0.07737154674443948,-32.1211974110981,exit_signal,PORTEUR,1.0
92,2024-05-29 04:00:00+00:00,2024-06-01 04:00:00+00:00,False,68862.0,67750.0,8125.716,0.118,-147.23988683,-0.018111179824419277,-7.9637788261141775,exit_signal,PORTEUR,1.0
93,2024-07-16 04:00:00+00:00,2024-07-24 04:00:00+00:00,False,64725.1,66027.4,8090.6375,0.125,148.83781681,0.018387109185457114,-5.777651938131377,exit_signal,PORTEUR,1.0
94,2024-07-25 04:00:00+00:00,2024-07-31 04:00:00+00:00,False,64073.9,66028.1,8137.3853,0.127,228.94773859,0.02812123470779189,-10.974184410076624,exit_signal,PORTEUR,1.0
95,2024-08-01 04:00:00+00:00,2024-08-02 04:00:00+00:00,False,63912.7,64600.1,8244.7383,0.129,77.90195792,0.009443965784432065,-2.4835664838426093,exit_signal,PORTEUR,1.0
96,2024-08-10 04:00:00+00:00,2024-08-11 04:00:00+00:00,False,60410.0,61054.8,8276.17,0.137,79.95584404,0.009656143614371324,-0.06141715978661347,exit_signal,PORTEUR,1.0
97,2024-08-17 04:00:00+00:00,2024-09-03 04:00:00+00:00,False,59128.2,59087.9,8337.0762,0.141,-14.57946701,-0.0017478766620293372,-0.5629319642169353,exit_signal,PORTEUR,1.0
98,2024-09-04 04:00:00+00:00,2024-09-07 04:00:00+00:00,False,56632.9,53789.3,8325.0363,0.147,-427.48742911,-0.05132395545397118,-1.3621974134613928,exit_signal,PORTEUR,1.0
99,2024-09-09 04:00:00+00:00,2024-09-10 04:00:00+00:00,False,55085.0,56500.0,8097.495,0.147,201.19814619,0.02483454418820936,1.3946436948336864,exit_signal,PORTEUR,1.0
100,2024-09-12 04:00:00+00:00,2024-09-18 04:00:00+00:00,False,58197.9,60490.1,8205.9039,0.141,313.39963674,0.038172883700524914,-1.4330592581667438,exit_signal,PORTEUR,1.0
