pair,stake_amount,max_stake_amount,amount,open_date,close_date,open_rate,close_rate,fee_open,fee_close,trade_duration,profit_ratio,profit_abs,exit_reason,initial_stop_loss_abs,initial_stop_loss_ratio,stop_loss_abs,stop_loss_ratio,min_rate,max_rate,is_open,enter_tag,leverage,is_short,open_timestamp,close_timestamp,orders,funding_fees,weekday
SOL/USDT:USDT,4561.6124,9557.3252,25.64,2024-03-19 12:00:00+00:00,2024-03-19 20:15:00+00:00,177.91,178.088,0.0005,0.0005,495,0.014849617572695031,141.99358555,trailing_stop_loss,1.78,-0.99,178.088,-0.029276786638976815,174.75,186.433,False,,1.0,False,1710849600000,1710879300000,"[{'amount': 53.72, 'safe_price': 177.91, 'ft_order_side': 'buy', 'order_filled_timestamp': 1710849600000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 9562.103862599999}, {'amount': 28.08, 'safe_price': 183.164, 'ft_order_side': 'sell', 'order_filled_timestamp': 1710853200000, 'ft_is_entry': False, 'ft_order_tag': 'partial_exit', 'cost': 5145.8167425599995}, {'amount': 25.64, 'safe_price': 178.088, 'ft_order_side': 'sell', 'order_filled_timestamp': 1710879300000, 'ft_is_entry': False, 'ft_order_tag': 'trailing_stop_loss', 'cost': 4568.459408159999}]",-0.46928112818348,1
SOL/USDT:USDT,7463.5941,7463.5941,39.18,2024-03-26 16:00:00+00:00,2024-03-26 21:30:00+00:00,190.495,191.824,0.0005,0.0005,330,0.005718488825681164,42.7018197,trailing_stop_loss,1.905,-0.99,191.824,-0.0019185715834383332,186.3,192.192,False,,1.0,False,1711468800000,1711488600000,"[{'amount': 39.18, 'safe_price': 190.495, 'ft_order_side': 'buy', 'order_filled_timestamp': 1711468800000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 7467.32589705}, {'amount': 39.18, 'safe_price': 191.824, 'ft_order_side': 'sell', 'order_filled_timestamp': 1711488600000, 'ft_is_entry': False, 'ft_order_tag': 'trailing_stop_loss', 'cost': 7519.42215216}]",-1.8787710916673999,1
BTC/USDT:USDT,4912.8992,4912.8992,0.088,2024-07-08 08:00:00+00:00,2024-07-08 08:50:00+00:00,55828.4,57706.6,0.0005,0.0005,50,-0.034594277902163156,-169.87322113,trailing_stop_loss,111098.5,-0.99,57706.6,-0.0024331967175675873,55715.2,57876.0,False,,1.0,True,1720425600000,1720428600000,"[{'amount': 0.088, 'safe_price': 55828.4, 'ft_order_side': 'sell', 'order_filled_timestamp': 1720425600000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 4915.355649599999}, {'amount': 0.088, 'safe_price': 57706.6, 'ft_order_side': 'buy', 'order_filled_timestamp': 1720428600000, 'ft_is_entry': False, 'ft_order_tag': 'trailing_stop_loss', 'cost': 5080.719890399999}]",0.4039188705439871,0
SOL/USDT:USDT,7639.1904,7639.1904,42.72,2024-07-23 00:00:00+00:00,2024-07-23 04:35:00+00:00,178.82,176.782,0.0005,0.0005,275,-0.012484998865620742,-95.42297112,trailing_stop_loss,1.789,-0.99,176.782,-0.012657547217189258,175.961,180.5,False,,1.0,False,1721692800000,1721709300000,"[{'amount': 42.72, 'safe_price': 178.82, 'ft_order_side': 'buy', 'order_filled_timestamp': 1721692800000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 7643.009995199999}, {'amount': 42.72, 'safe_price': 176.782, 'ft_order_side': 'sell', 'order_filled_timestamp': 1721709300000, 'ft_is_entry': False, 'ft_order_tag': 'trailing_stop_loss', 'cost': 7555.90310352}]",-0.7639523955196801,1
ETH/USDT:USDT,9477.4752,9477.4752,4.128,2024-09-09 00:00:00+00:00,2024-09-09 00:05:00+00:00,2295.9,2299.65,0.0005,0.0005,5,-0.0026278059828651946,-24.89251355,trailing_stop_loss,4568.84,-0.99,2299.65,-0.003286592442633629,2292.12,2300.22,False,,1.0,True,1725840000000,1725840300000,"[{'amount': 4.128, 'safe_price': 2295.9, 'ft_order_side': 'sell', 'order_filled_timestamp': 1725840000000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 9482.2139376}, {'amount': 4.128, 'safe_price': 2299.65, 'ft_order_side': 'buy', 'order_filled_timestamp': 1725840300000, 'ft_is_entry': False, 'ft_order_tag': 'trailing_stop_loss', 'cost': 9497.7016776}]",0.07270164624216,0
SOL/USDT:USDT,9451.8256,9451.8256,60.76,2024-09-30 12:00:00+00:00,2024-09-30 12:00:00+00:00,155.56,155.375,0.0005,0.0005,0,-0.0021875633281327965,-20.6868053,trailing_stop_loss,1.556,-0.99,155.408,-0.0011866308403316594,155.277,155.592,False,,1.0,False,1727697600000,1727697600000,"[{'amount': 60.76, 'safe_price': 155.56, 'ft_order_side': 'buy', 'order_filled_timestamp': 1727697600000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 9456.551512799999}, {'amount': 60.76, 'safe_price': 155.375, 'ft_order_side': 'sell', 'order_filled_timestamp': 1727697600000, 'ft_is_entry': False, 'ft_order_tag': 'trailing_stop_loss', 'cost': 9445.3052925}]",0.0,0
BNB/USDT:USDT,4611.046,9431.685,7.48,2024-11-11 08:00:00+00:00,2024-11-11 13:05:00+00:00,616.45,617.07,0.0005,0.0005,305,0.007360612297982721,69.45768809,trailing_stop_loss,6.17,-0.99,617.07,-0.009842025032092416,615.16,630.83,False,,1.0,False,1731312000000,1731330300000,"[{'amount': 15.3, 'safe_price': 616.45, 'ft_order_side': 'buy', 'order_filled_timestamp': 1731312000000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 9436.400842500001}, {'amount': 7.82, 'safe_price': 626.19, 'ft_order_side': 'sell', 'order_filled_timestamp': 1731322800000, 'ft_is_entry': False, 'ft_order_tag': 'partial_exit', 'cost': 4899.254202900001}, {'amount': 7.48, 'safe_price': 617.07, 'ft_order_side': 'sell', 'order_filled_timestamp': 1731330300000, 'ft_is_entry': False, 'ft_order_tag': 'trailing_stop_loss', 'cost': 4617.9914418}]",-1.874624706448044,0
ETH/USDT:USDT,3318.21,6886.0758,1.05,2024-11-13 20:00:00+00:00,2024-11-14 11:00:00+00:00,3160.2,3170.84,0.0005,0.0005,900,0.0005207958472022513,3.5880328000000006,trailing_stop_loss,31.61,-0.99,3170.84,-0.012422464500309038,3120.0,3242.31,False,,1.0,False,1731528000000,1731582000000,"[{'amount': 2.179, 'safe_price': 3160.2, 'ft_order_side': 'buy', 'order_filled_timestamp': 1731528000000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 6889.518837899998}, {'amount': 1.129, 'safe_price': 3160.2, 'ft_order_side': 'sell', 'order_filled_timestamp': 1731528000000, 'ft_is_entry': False, 'ft_order_tag': 'partial_exit', 'cost': 3569.6497328999994}, {'amount': 1.05, 'safe_price': 3170.84, 'ft_order_side': 'sell', 'order_filled_timestamp': 1731582000000, 'ft_is_entry': False, 'ft_order_tag': 'trailing_stop_loss', 'cost': 3331.0466910000005}]",-0.69230540417115,3
BNB/USDT:USDT,4680.9672,9503.3922,7.28,2024-11-24 16:00:00+00:00,2024-11-24 18:40:00+00:00,642.99,655.02,0.0005,0.0005,160,0.007795232896128277,74.11819608,trailing_stop_loss,6.43,-0.99,655.02,-5.891404289248836e-05,640.1,655.05,False,,1.0,False,1732464000000,1732473600000,"[{'amount': 14.78, 'safe_price': 642.99, 'ft_order_side': 'buy', 'order_filled_timestamp': 1732464000000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 9508.1438961}, {'amount': 7.5, 'safe_price': 642.99, 'ft_order_side': 'sell', 'order_filled_timestamp': 1732464000000, 'ft_is_entry': False, 'ft_order_tag': 'partial_exit', 'cost': 4824.8362125}, {'amount': 7.28, 'safe_price': 655.02, 'ft_order_side': 'sell', 'order_filled_timestamp': 1732473600000, 'ft_is_entry': False, 'ft_order_tag': 'trailing_stop_loss', 'cost': 4770.9298728}]",-3.9130225201842035,6
BTC/USDT:USDT,4838.5746,9510.3018,0.058,2025-04-03 08:00:00+00:00,2025-04-03 08:00:00+00:00,83423.7,83495.0,0.0005,0.0005,0,-0.0013349582962912988,-12.689508360000001,trailing_stop_loss,166013.1,-0.99,83482.9,-0.0008550813076360075,83411.6,83630.0,False,,1.0,True,1743667200000,1743667200000,"[{'amount': 0.114, 'safe_price': 83423.7, 'ft_order_side': 'sell', 'order_filled_timestamp': 1743667200000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 9515.056950899998}, {'amount': 0.056, 'safe_price': 83423.7, 'ft_order_side': 'buy', 'order_filled_timestamp': 1743667200000, 'ft_is_entry': False, 'ft_order_tag': 'partial_exit', 'cost': 4674.0630636}, {'amount': 0.058, 'safe_price': 83495.0, 'ft_order_side': 'buy', 'order_filled_timestamp': 1743667200000, 'ft_is_entry': False, 'ft_order_tag': 'trailing_stop_loss', 'cost': 4845.1313549999995}]",0.9582611432403083,3
BTC/USDT:USDT,9535.2456,9535.2456,0.103,2025-04-24 12:00:00+00:00,2025-04-24 14:00:00+00:00,92575.2,93125.3,0.0005,0.0005,120,0.0049367567056869425,47.09672425,trailing_stop_loss,925.8,-0.99,93125.3,-0.0003482201786227934,92380.4,93157.7,False,,1.0,False,1745496000000,1745503200000,"[{'amount': 0.103, 'safe_price': 92575.2, 'ft_order_side': 'buy', 'order_filled_timestamp': 1745496000000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 9540.013222799998}, {'amount': 0.103, 'safe_price': 93125.3, 'ft_order_side': 'sell', 'order_filled_timestamp': 1745503200000, 'ft_is_entry': False, 'ft_order_tag': 'trailing_stop_loss', 'cost': 9596.70185295}]",0.0,3
BTC/USDT:USDT,9600.4032,9600.4032,0.102,2025-04-27 04:00:00+00:00,2025-04-27 04:55:00+00:00,94121.6,93957.8,0.0005,0.0005,55,-0.002738062725003731,-26.2996494,trailing_stop_loss,941.3,-0.99,93957.8,-0.002538875368068627,93954.2,94250.0,False,,1.0,False,1745726400000,1745729700000,"[{'amount': 0.102, 'safe_price': 94121.6, 'ft_order_side': 'buy', 'order_filled_timestamp': 1745726400000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 9605.2034016}, {'amount': 0.102, 'safe_price': 93957.8, 'ft_order_side': 'sell', 'order_filled_timestamp': 1745729700000, 'ft_is_entry': False, 'ft_order_tag': 'trailing_stop_loss', 'cost': 9588.487447799998}]",0.0,6
BTC/USDT:USDT,9506.1576,9506.1576,0.092,2025-05-11 08:00:00+00:00,2025-05-11 08:00:00+00:00,103327.8,103321.0,0.0005,0.0005,0,-0.0011067273613937537,-10.52598508,trailing_stop_loss,1033.3,-0.99,103352.7,-0.0027145554620837675,103321.0,103634.0,False,,1.0,False,1746950400000,1746950400000,"[{'amount': 0.092, 'safe_price': 103327.8, 'ft_order_side': 'buy', 'order_filled_timestamp': 1746950400000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 9510.9106788}, {'amount': 0.092, 'safe_price': 103321.0, 'ft_order_side': 'sell', 'order_filled_timestamp': 1746950400000, 'ft_is_entry': False, 'ft_order_tag': 'trailing_stop_loss', 'cost': 9510.284765999999}]",-0.3945402842,6
ETH/USDT:USDT,7173.21318,7173.21318,2.422,2025-07-12 08:00:00+00:00,2025-07-12 12:35:00+00:00,2961.69,2937.54,0.0005,0.0005,275,-0.009222152755838204,-66.18554393,trailing_stop_loss,29.62,-0.99,2937.54,-0.009958521620059502,2933.0,2979.0,False,,1.0,False,1752307200000,1752323700000,"[{'amount': 2.422, 'safe_price': 2961.69, 'ft_order_side': 'buy', 'order_filled_timestamp': 1752307200000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 7176.799786590001}, {'amount': 2.422, 'safe_price': 2937.54, 'ft_order_side': 'sell', 'order_filled_timestamp': 1752323700000, 'ft_is_entry': False, 'ft_order_tag': 'trailing_stop_loss', 'cost': 7118.27924094}]",-0.5502764023894168,5
SOL/USDT:USDT,2402.2485,2402.2485,14.87,2025-07-12 12:00:00+00:00,2025-07-13 16:00:00+00:00,161.55,161.712,0.0005,0.0005,1680,-0.0003728249516690489,-0.89606599,trailing_stop_loss,1.616,-0.99,161.712,-0.007661082474226921,157.66,164.12,False,,1.0,False,1752321600000,1752422400000,"[{'amount': 14.87, 'safe_price': 161.55, 'ft_order_side': 'buy', 'order_filled_timestamp': 1752321600000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 2403.44962425}, {'amount': 14.87, 'safe_price': 161.712, 'ft_order_side': 'sell', 'order_filled_timestamp': 1752422400000, 'ft_is_entry': False, 'ft_order_tag': 'trailing_stop_loss', 'cost': 2405.8597687199995}]",-0.90155301634784,6
BNB/USDT:USDT,9502.8147,9502.8147,13.77,2025-07-14 20:00:00+00:00,2025-07-15 14:05:00+00:00,690.11,687.56,0.0005,0.0005,1085,-0.0046908701392591005,-44.59875795,trailing_stop_loss,6.91,-0.99,687.56,-0.000313923327943888,675.0,692.33,False,,1.0,False,1752523200000,1752588300000,"[{'amount': 13.77, 'safe_price': 690.11, 'ft_order_side': 'buy', 'order_filled_timestamp': 1752523200000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 9507.566107349998}, {'amount': 13.77, 'safe_price': 687.56, 'ft_order_side': 'sell', 'order_filled_timestamp': 1752588300000, 'ft_is_entry': False, 'ft_order_tag': 'trailing_stop_loss', 'cost': 9472.4350506}]",0.0,1
BNB/USDT:USDT,3863.7631,3863.7631,5.29,2025-07-19 00:00:00+00:00,2025-07-19 03:25:00+00:00,730.39,732.27,0.0005,0.0005,205,0.0015718944016538943,6.0764643,trailing_stop_loss,7.31,-0.99,732.27,-0.0005384495103790687,718.95,732.66,False,,1.0,False,1752883200000,1752895500000,"[{'amount': 5.29, 'safe_price': 730.39, 'ft_order_side': 'buy', 'order_filled_timestamp': 1752883200000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 3865.6949815499997}, {'amount': 5.29, 'safe_price': 732.27, 'ft_order_side': 'sell', 'order_filled_timestamp': 1752895500000, 'ft_is_entry': False, 'ft_order_tag': 'trailing_stop_loss', 'cost': 3875.6451541499996}]",0.0,5
BNB/USDT:USDT,5333.7648,5333.7648,7.28,2025-07-19 08:00:00+00:00,2025-07-19 21:15:00+00:00,732.66,727.65,0.0005,0.0005,795,-0.007830762368385867,-41.7883284,trailing_stop_loss,7.33,-0.99,727.65,-0.008354091583554046,725.5,742.94,False,,1.0,False,1752912000000,1752959700000,"[{'amount': 7.28, 'safe_price': 732.66, 'ft_order_side': 'buy', 'order_filled_timestamp': 1752912000000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 5336.4316824}, {'amount': 7.28, 'safe_price': 727.65, 'ft_order_side': 'sell', 'order_filled_timestamp': 1752959700000, 'ft_is_entry': False, 'ft_order_tag': 'trailing_stop_loss', 'cost': 5299.940646}]",0.0,5
BNB/USDT:USDT,4646.9542,9429.8778,5.81,2025-08-10 08:00:00+00:00,2025-08-10 08:30:00+00:00,799.82,802.61,0.0005,0.0005,30,0.0006522548158997141,6.15375855,trailing_stop_loss,8.0,-0.99,802.61,-0.0013790186423526807,794.02,803.71,False,,1.0,False,1754812800000,1754814600000,"[{'amount': 11.79, 'safe_price': 799.82, 'ft_order_side': 'buy', 'order_filled_timestamp': 1754812800000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 9434.592738899999}, {'amount': 5.98, 'safe_price': 799.82, 'ft_order_side': 'sell', 'order_filled_timestamp': 1754812800000, 'ft_is_entry': False, 'ft_order_tag': 'partial_exit', 'cost': 4785.315061800001}, {'amount': 5.81, 'safe_price': 802.61, 'ft_order_side': 'sell', 'order_filled_timestamp': 1754814600000, 'ft_is_entry': False, 'ft_order_tag': 'trailing_stop_loss', 'cost': 4665.49568205}]",-0.6181587060990303,6
BNB/USDT:USDT,3656.743,3656.743,4.45,2025-08-11 04:00:00+00:00,2025-08-11 11:25:00+00:00,821.74,799.85,0.0005,0.0005,445,-0.027752736284155335,-101.53536645,trailing_stop_loss,8.22,-0.99,799.85,-0.03068221458896092,799.0,825.16,False,,1.0,False,1754884800000,1754911500000,"[{'amount': 4.45, 'safe_price': 821.74, 'ft_order_side': 'buy', 'order_filled_timestamp': 1754884800000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 3658.5713715}, {'amount': 4.45, 'safe_price': 799.85, 'ft_order_side': 'sell', 'order_filled_timestamp': 1754911500000, 'ft_is_entry': False, 'ft_order_tag': 'trailing_stop_loss', 'cost': 3561.1121662500004}]",-0.51682870134,0
ETH/USDT:USDT,4606.04451,9333.41081,1.101,2025-08-11 12:00:00+00:00,2025-08-11 12:00:00+00:00,4183.51,4178.79,0.0005,0.0005,0,-0.0015557305479670703,-14.52753245,trailing_stop_loss,41.84,-0.99,4187.7,-0.001127389431402337,4175.26,4192.42,False,,1.0,False,1754913600000,1754913600000,"[{'amount': 2.231, 'safe_price': 4183.51, 'ft_order_side': 'buy', 'order_filled_timestamp': 1754913600000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 9338.077515404999}, {'amount': 1.13, 'safe_price': 4183.51, 'ft_order_side': 'sell', 'order_filled_timestamp': 1754913600000, 'ft_is_entry': False, 'ft_order_tag': 'partial_exit', 'cost': 4729.7299831499995}, {'amount': 1.101, 'safe_price': 4178.79, 'ft_order_side': 'sell', 'order_filled_timestamp': 1754913600000, 'ft_is_entry': False, 'ft_order_tag': 'trailing_stop_loss', 'cost': 4603.148213895}]",0.0,0
BNB/USDT:USDT,4628.6856,9316.0683,5.52,2025-08-14 20:00:00+00:00,2025-08-14 22:50:00+00:00,838.53,839.37,0.0005,0.0005,170,-0.0005022770256484454,-4.6815866999999995,trailing_stop_loss,8.39,-0.99,839.37,-0.0009777193253909244,825.18,840.19,False,,1.0,False,1755201600000,1755211800000,"[{'amount': 11.11, 'safe_price': 838.53, 'ft_order_side': 'buy', 'order_filled_timestamp': 1755201600000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 9320.726334149998}, {'amount': 5.59, 'safe_price': 838.53, 'ft_order_side': 'sell', 'order_filled_timestamp': 1755201600000, 'ft_is_entry': False, 'ft_order_tag': 'partial_exit', 'cost': 4689.72639135}, {'amount': 5.52, 'safe_price': 839.37, 'ft_order_side': 'sell', 'order_filled_timestamp': 1755211800000, 'ft_is_entry': False, 'ft_order_tag': 'trailing_stop_loss', 'cost': 4635.6390612}]",0.0,3
SOL/USDT:USDT,9314.844,9314.844,44.88,2025-08-29 12:00:00+00:00,2025-08-29 12:30:00+00:00,207.55,211.673,0.0005,0.0005,30,0.018845737333694032,175.63287588,trailing_stop_loss,2.076,-0.99,211.673,-0.015477818191487636,207.03,215.0,False,,1.0,False,1756468800000,1756470600000,"[{'amount': 44.88, 'safe_price': 207.55, 'ft_order_side': 'buy', 'order_filled_timestamp': 1756468800000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 9319.501422000001}, {'amount': 44.88, 'safe_price': 211.673, 'ft_order_side': 'sell', 'order_filled_timestamp': 1756470600000, 'ft_is_entry': False, 'ft_order_tag': 'trailing_stop_loss', 'cost': 9504.63418212}]",0.0,4
BTC/USDT:USDT,9443.3004,9443.3004,0.082,2025-09-14 16:00:00+00:00,2025-09-14 16:20:00+00:00,115162.2,115375.9,0.0005,0.0005,20,0.0008231463452009377,7.77710482,trailing_stop_loss,1151.7,-0.99,115375.9,-7.62327683289099e-05,115132.4,115384.6,False,,1.0,False,1757865600000,1757866800000,"[{'amount': 0.082, 'safe_price': 115162.2, 'ft_order_side': 'buy', 'order_filled_timestamp': 1757865600000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 9448.0220502}, {'amount': 0.082, 'safe_price': 115375.9, 'ft_order_side': 'sell', 'order_filled_timestamp': 1757866800000, 'ft_is_entry': False, 'ft_order_tag': 'trailing_stop_loss', 'cost': 9465.5542119}]",-0.2942330833040751,6
BNB/USDT:USDT,9489.2466,9489.2466,9.97,2025-09-17 16:00:00+00:00,2025-09-17 17:40:00+00:00,951.78,953.77,0.0005,0.0005,100,0.0010279397611037393,9.75925107,trailing_stop_loss,9.52,-0.99,953.77,-0.0017238589102546165,946.48,955.41,False,,1.0,False,1758124800000,1758130800000,"[{'amount': 9.97, 'safe_price': 951.78, 'ft_order_side': 'buy', 'order_filled_timestamp': 1758124800000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 9493.9912233}, {'amount': 9.97, 'safe_price': 953.77, 'ft_order_side': 'sell', 'order_filled_timestamp': 1758130800000, 'ft_is_entry': False, 'ft_order_tag': 'trailing_stop_loss', 'cost': 9513.84144345}]",-0.5818821764350898,2
BNB/USDT:USDT,9499.3209,9499.3209,9.63,2025-09-19 12:00:00+00:00,2025-09-19 14:45:00+00:00,986.43,984.82,0.0005,0.0005,165,-0.0026300171690661874,-24.99586875,trailing_stop_loss,9.87,-0.99,984.82,-0.008016668687580886,983.59,993.07,False,,1.0,False,1758283200000,1758293100000,"[{'amount': 9.63, 'safe_price': 986.43, 'ft_order_side': 'buy', 'order_filled_timestamp': 1758283200000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 9504.07056045}, {'amount': 9.63, 'safe_price': 984.82, 'ft_order_side': 'sell', 'order_filled_timestamp': 1758293100000, 'ft_is_entry': False, 'ft_order_tag': 'trailing_stop_loss', 'cost': 9488.5585083}]",0.0,4
BTC/USDT:USDT,3362.6909,3362.6909,0.031,2025-10-16 16:00:00+00:00,2025-10-17 16:00:00+00:00,108473.9,106750.0,0.0005,0.0005,1440,0.014865759840629074,49.96396086,G6,215863.0,-0.99,215863.0,-0.99,103470.0,109212.6,False,,1.0,True,1760630400000,1760716800000,"[{'amount': 0.031, 'safe_price': 108473.9, 'ft_order_side': 'sell', 'order_filled_timestamp': 1760630400000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 3364.3722454499994}, {'amount': 0.031, 'safe_price': 106750.0, 'ft_order_side': 'buy', 'order_filled_timestamp': 1760716800000, 'ft_is_entry': False, 'ft_order_tag': 'G6', 'cost': 3310.9046249999997}]",-0.1409686904863157,4
BNB/USDT:USDT,873.7342,1534.1147,0.86,2025-11-03 12:00:00+00:00,2025-11-05 03:00:00+00:00,1015.97,950.8,0.0005,0.0005,2340,0.07564026002580426,115.9828144,G6,2021.78,-0.99,2021.78,-0.99,878.96,1024.71,False,,1.0,True,1762171200000,1762311600000,"[{'amount': 1.51, 'safe_price': 1015.97, 'ft_order_side': 'sell', 'order_filled_timestamp': 1762171200000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 1534.88175735}, {'amount': 0.65, 'safe_price': 921.49, 'ft_order_side': 'buy', 'order_filled_timestamp': 1762290000000, 'ft_is_entry': False, 'ft_order_tag': 'partial_exit', 'cost': 599.26798425}, {'amount': 0.86, 'safe_price': 950.8, 'ft_order_side': 'buy', 'order_filled_timestamp': 1762311600000, 'ft_is_entry': False, 'ft_order_tag': 'G6', 'cost': 818.0968439999999}]",0.0,2
BTC/USDT:USDT,9641.6446,9641.6446,0.103,2026-01-06 16:00:00+00:00,2026-01-06 16:00:00+00:00,93608.2,93589.4,0.0005,0.0005,0,-0.0012270331714077532,-11.83653306,trailing_stop_loss,936.1,-0.99,93710.1,-0.00020057870663026112,93588.3,93728.9,False,,1.0,False,1767715200000,1767715200000,"[{'amount': 0.103, 'safe_price': 93608.2, 'ft_order_side': 'buy', 'order_filled_timestamp': 1767715200000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 9646.4654223}, {'amount': 0.103, 'safe_price': 93589.4, 'ft_order_side': 'sell', 'order_filled_timestamp': 1767715200000, 'ft_is_entry': False, 'ft_order_tag': 'trailing_stop_loss', 'cost': 9644.5280541}]",-0.259456656186,1
SOL/USDT:USDT,1553.0112,1553.0112,18.72,2026-02-11 00:00:00+00:00,2026-02-12 09:15:00+00:00,82.96,81.23,0.0005,0.0005,1995,0.01948117313644294,30.23935283,trailing_stop_loss,165.09,-0.99,81.23,-0.0024388092167482167,77.92,84.34,False,,1.0,True,1770768000000,1770887700000,"[{'amount': 18.72, 'safe_price': 82.96, 'ft_order_side': 'sell', 'order_filled_timestamp': 1770768000000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 1553.7877055999995}, {'amount': 18.72, 'safe_price': 81.23, 'ft_order_side': 'buy', 'order_filled_timestamp': 1770887700000, 'ft_is_entry': False, 'ft_order_tag': 'trailing_stop_loss', 'cost': 1521.3859128}]",-0.6094287747893273,3
SOL/USDT:USDT,1784.8857,1784.8857,23.01,2026-02-12 20:00:00+00:00,2026-02-13 08:50:00+00:00,77.57,79.6,0.0005,0.0005,770,-0.027243479976849193,-48.60218458,trailing_stop_loss,154.36,-0.99,79.6,-0.0003941667702129781,76.54,79.87,False,,1.0,True,1770926400000,1770972600000,"[{'amount': 23.01, 'safe_price': 77.57, 'ft_order_side': 'sell', 'order_filled_timestamp': 1770926400000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 1785.77814285}, {'amount': 23.01, 'safe_price': 79.6, 'ft_order_side': 'buy', 'order_filled_timestamp': 1770972600000, 'ft_is_entry': False, 'ft_order_tag': 'trailing_stop_loss', 'cost': 1832.511798}]",-0.08364372766998268,4
BNB/USDT:USDT,4855.8965,9612.057,7.79,2026-03-09 04:00:00+00:00,2026-03-09 04:20:00+00:00,623.35,624.33,0.0005,0.0005,20,-0.001795526540440393,-17.2500741,trailing_stop_loss,1240.46,-0.99,624.33,-0.0031467264514069004,622.38,624.73,False,,1.0,True,1773028800000,1773030000000,"[{'amount': 15.42, 'safe_price': 623.35, 'ft_order_side': 'sell', 'order_filled_timestamp': 1773028800000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 9616.8630285}, {'amount': 7.63, 'safe_price': 623.35, 'ft_order_side': 'buy', 'order_filled_timestamp': 1773028800000, 'ft_is_entry': False, 'ft_order_tag': 'partial_exit', 'cost': 4758.5385802499995}, {'amount': 7.79, 'safe_price': 624.33, 'ft_order_side': 'buy', 'order_filled_timestamp': 1773030000000, 'ft_is_entry': False, 'ft_order_tag': 'trailing_stop_loss', 'cost': 4865.96246535}]",0.0,0
ETH/USDT:USDT,4698.8004,9566.57244,2.03,2026-03-17 16:00:00+00:00,2026-03-17 16:00:00+00:00,2314.68,2314.0,0.0005,0.0005,0,-0.0011225177798551134,-10.74401698,trailing_stop_loss,23.15,-0.99,2317.0,-0.000295692243968082,2311.07,2317.68,False,,1.0,False,1773763200000,1773763200000,"[{'amount': 4.133, 'safe_price': 2314.68, 'ft_order_side': 'buy', 'order_filled_timestamp': 1773763200000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 9571.35572622}, {'amount': 2.103, 'safe_price': 2314.68, 'ft_order_side': 'sell', 'order_filled_timestamp': 1773763200000, 'ft_is_entry': False, 'ft_order_tag': 'partial_exit', 'cost': 4870.205926019999}, {'amount': 2.03, 'safe_price': 2314.0, 'ft_order_side': 'sell', 'order_filled_timestamp': 1773763200000, 'ft_is_entry': False, 'ft_order_tag': 'trailing_stop_loss', 'cost': 4699.7687099999985}]",0.20226525221153407,1
